"country","session_rank","avg_session_duration"
ZA,85,262.8
TW,275,155.33333333333334
PT,159,756.0
SI,320,130.0
US,1646,62.0
TZ,2,6253.817307692308
SD,81,11610.75
RO,228,135.0
PK,5,1315.6854990583804
JP,281,434.9166666666667
BS,185,305.0
KI,39,4.0
GI,11,535.5
NL,15,788.5
GB,69,2256.705263157895
FI,240,230.0
AW,163,296.0
CA,457,687.5
IT,259,256.1111111111111
BG,109,764.5
CL,216,647.6
NG,65,4198.964179104478
MH,21,23450.375
UA,75,1307.1666666666667
TJ,254,16.0
SK,55,5396.790322580645
US,448,414.65909090909093
VN,31,2163.4474327628363
VE,81,3.6363636363636362
HU,145,778.5
GH,354,566.0
AU,557,80.0
KE,95,54.0
ES,281,917.6666666666666
GE,115,510.0
KR,876,70.0
DJ,39,385.5238095238095
MO,35,1.0
KZ,197,0.42857142857142855
AO,15,3761.9397590361446
BR,464,85.0
JP,1358,66.0
CR,299,1182.0
MD,109,353.0
GN,61,5526.376068376068
KN,17,234.66666666666666
TT,269,19.0
SG,79,7429.742857142857
PH,27,2912.2537381060265
RS,96,300.1666666666667
PE,266,541.0
RU,319,424.55555555555554
VI,41,379.25
SA,272,1768.0
US,1431,71.0
SL,1,10770.156586578294
TR,82,2260.314814814815
SE,91,663.0
QA,186,680.0
PG,286,0.5
PA,65,394.34615384615387
US,858,146.25
SN,21,5227.404580152672
RE,160,549.0
BB,79,1183.3333333333333
AR,129,1107.8153846153846
LY,24,3560.696103896104
KG,75,270.0
EC,134,554.375
CV,96,26.0
AM,27,1873.1052631578948
DE,290,626.4
MM,55,945.9289099526067
IN,443,95.0
JP,899,78.66666666666667
AF,85,178.75
NI,45,1038.2545454545455
BI,1,7.0
LR,86,4.0
MY,227,480.0
CO,421,678.0
BD,272,39.0
SV,185,1609.0
TH,234,671.0
PF,119,113.66666666666667
ZA,310,58.0
TW,112,755.3913043478261
SI,35,566.9565217391304
US,1805,75.0
RO,391,50.0
PR,163,1041.0
YE,300,47.0
GT,133,801.1666666666666
MA,79,311.6190476190476
CZ,24,763.9227467811158
FR,289,315.0
LU,96,766.0
BN,55,379.875
MU,155,77.0
AU,183,297.9230769230769
NE,85,125.58823529411765
MX,394,1542.0
BE,121,642.2857142857143
CN,204,213.5
KR,502,128.0
ID,156,270.73333333333335
NZ,207,175.0
DO,5,4037.821212916776
EC,45,459.659793814433
AM,176,1974.0
DE,393,612.5
IN,272,94.8048780487805
MM,156,272.46153846153845
CI,81,15858.807692307691
AR,42,1458.5384615384614
MR,6,4159.8
NI,134,7.5
MY,72,488.67857142857144
CO,270,1429.0
JP,808,101.33333333333333
QA,17,338.7358490566038
SE,240,661.0
US,1009,54.0
RE,11,2495.9081272084804
BN,156,160.0
FM,272,439.0
GT,46,8011.075581395349
CZ,179,310.0
LA,31,2537.2820512820513
KR,349,201.88888888888889
ID,55,2535.710556186152
NZ,100,379.57142857142856
DO,174,74.25
BZ,72,0.0
MU,48,613.5714285714286
AU,28,3366.615520282187
MX,289,153.55555555555554
NE,254,0.0
CN,103,307.0
BE,210,33.0
TW,219,521.6666666666666
SI,136,50.0
US,1958,35.0
PY,70,107.05263157894737
RO,300,80.0
SV,18,4790.665584415585
TH,65,450.378640776699
TC,15,139.33333333333334
TN,286,219.0
PR,8,882.163025210084
SK,156,175.2
US,363,396.05102040816325
VN,180,4.0
TJ,85,4319.442307692308
UA,224,595.6666666666666
ST,6,8.0
NL,164,194.33333333333334
CG,61,4.833333333333333
JP,434,169.0
BS,18,290.67605633802816
LC,11,608.6666666666666
CA,354,320.1666666666667
AW,8,416.61538461538464
FI,91,554.25
GB,238,199.88235294117646
MW,36,6216.181818181818
CL,115,591.1944444444445
AZ,281,90.0
BG,198,358.0
IT,424,60.0
HR,12,2020.7121951219513
NG,234,0.0
PH,176,476.56756756756755
RS,203,360.0
TT,422,465.0
SG,228,888.25
VI,130,1355.0
US,1340,90.0
SL,170,1.0
UY,76,279.5
TR,249,212.0
RU,404,527.5
TM,99,1152.0
KR,967,75.0
KZ,110,313.962962962963
BR,379,1348.3333333333333
AO,164,715.0
HU,58,335.271186440678
GH,457,1585.0
AU,646,136.0
MP,18,585.0
GE,216,119.0
ES,434,285.0
GN,150,1.25
BT,36,8678.222222222223
JP,1509,55.0
GQ,12,238.5
CR,384,2703.0
PL,152,219.8181818181818
US,658,219.66666666666666
PS,2,2681.6467149871405
WF,31,1.5
PG,214,3.8
JP,587,61.333333333333336
IE,61,492.0833333333333
HN,136,629.0
EE,17,1739.2083333333333
MT,58,85.75
AT,22,503.9642857142857
FJ,69,107.9090909090909
CO,109,559.6086956521739
BD,216,2.0
BO,150,219.85714285714286
CD,35,49.15
AR,329,97.5
CA,667,145.0
GU,36,366.0
DE,234,487.14285714285717
IN,115,1629.878612716763
NP,32,1979.4172661870505
UZ,82,990.4188034188035
VU,6,5.333333333333333
TN,125,73.5
YE,228,4.0
PK,174,21.0
TH,290,437.0
ZA,254,1.0
PT,52,505.2962962962963
TW,440,55.0
US,1733,76.0
RO,79,797.3478260869565
SD,250,350.0
AU,383,95.0
MX,66,1239.2580982236154
GH,560,4.0
CN,260,921.0
GM,136,5.0
BW,58,0.5555555555555556
KR,62,832.7560975609756
ID,340,0.5
GR,18,464.89973614775727
FR,233,227.8181818181818
JP,1564,61.0
GY,92,1143.142857142857
ML,150,391.57142857142856
CH,91,546.8571428571429
AS,32,254.71428571428572
FM,115,47.333333333333336
JM,95,3113.4
CA,1,1115.1084244702665
GB,397,66.0
IT,203,629.8421052631579
AZ,122,1567.6666666666667
CL,272,174.0
MZ,86,349.4
NU,2,2.0
GP,6,578.439393939394
ME,204,481.0
HK,170,1064.6666666666667
DK,134,175.0
JP,209,799.3965517241379
HT,48,127.78125
JO,75,156.5
MQ,24,319.89473684210526
ZW,62,193.6
SR,58,152.33333333333334
TJ,310,15.333333333333334
TG,39,257.6666666666667
US,8,1413.2518705050882
LB,1,4388.219051446946
JP,1158,70.0
EG,5,660.7114285714285
BY,86,464.3181818181818
CR,227,1122.0
MV,46,78.66666666666667
CM,121,26.75
BF,204,67.0
OM,85,304.0
GH,170,54.0
ES,209,656.7142857142857
CF,55,85.5
KW,28,646.6060606060606
KR,676,1978.5
GW,48,1.0
IL,103,323.55555555555554
KZ,269,1424.0
BR,24,2283.010028149191
CY,173,370.0
RU,247,446.5882352941176
YT,18,898.5
US,1119,59.5
SA,216,0.0
TT,197,168.66666666666666
SG,391,60.0
PH,467,95.0
PE,194,97.33333333333333
RS,151,591.5
SX,34,0.0
PH,236,582.4545454545455
SG,184,103.33333333333333
TT,506,144.0
UY,16,6382.722222222223
TR,165,1826.6153846153845
VI,222,386.5
US,1376,75.0
TM,63,11370.75
RU,456,50.0
BR,295,621.1538461538462
KZ,50,1034.9085714285713
KR,923,105.0
GE,132,408.5
MP,78,44.0
GH,405,0.0
HU,102,467.94117647058823
GN,202,12.0
EG,314,968.0
CR,476,687.0
JP,1465,80.0
US,311,3173.0
SK,192,648.0
TJ,9,3635.7535353535354
UA,188,2283.777777777778
BS,78,613.375
JP,494,93.33333333333333
HR,80,606.3333333333334
NG,182,140.0
CL,47,1650.8235294117646
AZ,325,1.0
BG,154,2604.0
IT,500,675.0
GB,178,521.8333333333334
FI,7,453.09248554913296
CA,318,430.57142857142856
AW,84,406.0
GT,114,262.9642857142857
BZ,20,795.4666666666667
GR,301,1046.0
DO,242,2.0
KR,257,555.0
ID,107,1652.4840182648402
NZ,56,1225.1
LA,67,434.5
CN,59,4515.444444444444
BE,142,338.0
MX,381,23.4
NE,162,121.5
AU,64,2983.0235294117647
MU,108,24.25
PY,26,2134.6505376344085
RO,368,250.0
TW,135,498.3333333333333
SI,212,1026.0
PF,128,0.0
SV,78,233.77777777777777
TH,29,1473.4133949191687
PR,84,852.3846153846154
IN,332,1042.5714285714287
MM,192,1013.0
AM,236,931.5
EC,113,559.2857142857143
CV,151,24.0
MR,90,10.0
KG,188,372.0
GB,552,219.0
AR,118,333.82278481012656
CI,13,4663.051605504587
CO,338,256.0
MY,20,3017.7432432432433
NI,218,112.42857142857143
AF,162,928.0
JP,884,125.66666666666667
EH,63,3853.0
QA,77,370.2857142857143
SE,172,0.0
RE,87,463.77777777777777
US,941,50.666666666666664
BY,10,1782.8031609195402
EG,89,159.9090909090909
CR,191,175.0
LB,93,519.7142857142857
JP,1242,86.0
OM,9,484.5296803652968
CM,37,211.8939393939394
BF,144,518.25
ES,141,759.90625
BR,68,1384.7802816901408
IL,59,411.1363636363636
KR,760,39.0
KZ,337,0.0
KW,64,680.8461538461538
RU,171,3070.3658536585367
US,1027,87.75
SA,132,259.5833333333333
YT,78,1.0
SG,475,2.5
TT,153,311.14285714285717
PE,158,335.15384615384613
XK,47,159.0
PH,399,64.0
MZ,10,884.327868852459
AZ,38,6858.336734693878
IT,151,827.047619047619
CL,332,74.0
CA,93,712.3464566929134
GB,465,132.0
ME,144,224.0
AE,188,1170.0
JP,141,733.4763231197771
HK,246,624.0
FO,59,120.0
JO,23,2130.9010416666665
MQ,68,438.25
HT,108,238.0
NA,138,1.0
TL,53,30.0
UG,128,1246.0
ZW,98,2.0
TG,123,1.75
SY,40,0.0
US,84,1012.1728592162555
TT,515,204.0
UZ,14,4440.0394566623545
PR,311,260.0
YE,184,281.3333333333333
TN,33,320.50588235294117
PK,242,2.0
RO,19,512.4669338677355
SD,166,136.5
US,1689,50.0
PT,104,409.75
ZA,162,210.27272727272728
CN,344,87.0
MX,30,2435.748409738978
AU,291,352.5
GR,78,460.2352941176471
KR,98,884.1223021582733
MG,132,0.5
ID,264,61.42857142857143
BW,102,2.0
ML,202,0.4444444444444444
KY,44,0.0
FR,181,532.4444444444445
JP,1600,89.0
CR,549,1964.0
JM,3,2855.949952785647
FM,47,275.875
CH,7,1686.8115942028985
PL,196,507.5
PS,94,345.22222222222223
US,718,110.1
SC,144,2.0
EE,77,584.3333333333334
IE,97,422.6923076923077
JP,535,169.66666666666666
CO,49,1958.356968215159
BD,132,58.80769230769231
FJ,25,991.9565217391304
AT,74,655.4375
BO,202,436.0
AR,277,389.1666666666667
DZ,44,9.1
CD,127,7.0
IN,47,2984.3440828691487
NP,124,214.7058823529412
DE,182,686.0
LK,7,2227.3333333333335
ME,116,1314.0
AE,88,186.52272727272728
IN,593,94.0
NG,305,2.0
AZ,194,9.333333333333334
CL,424,0.0
IT,115,745.6111111111111
BJ,12,2583.1136363636365
CA,185,549.2222222222222
ET,95,5.333333333333333
GB,309,166.0
MQ,160,948.0
BA,66,21.0
HT,136,2251.0
JP,105,902.483918128655
DK,62,641.75
HK,18,576.4526315789474
UG,100,91.0
ZW,134,450.0
XX,41,571.5
US,176,925.2942135289323
UA,315,0.0
TJ,398,5.0
BF,116,25823.428571428572
CR,91,418.42857142857144
EG,189,80.0
BY,238,84.0
LB,185,1194.5
JP,1086,74.5
BR,160,1372.2615384615385
CY,21,571.6486486486486
KR,540,589.0
ES,105,609.625
GE,259,169.0
GH,18,4506.516
KH,62,19.0
SA,96,3924.1724137931033
US,1255,20.0
YT,170,1.0
RU,79,764.740170940171
PE,122,3335.09375
PH,363,70.0
SG,319,44.0
TT,125,294.8333333333333
PS,186,1403.0
US,554,333.0
SC,116,5.333333333333333
PL,32,2180.182186234818
RW,91,16.0
PG,110,37.42857142857143
ZM,62,28274.785714285714
BD,96,3383.731707317073
CO,213,726.3333333333334
GA,72,1.0
AT,174,223.5
NI,349,165.0
HN,48,297.96078431372547
IE,133,381.25
JP,755,75.0
MK,24,373.88
IN,203,579.1459854014598
NP,152,194.33333333333334
DE,82,6564.993827160494
AM,363,1295.0
NO,2,1637.4459644322847
CA,547,1792.0
IQ,81,1.0
BO,46,3272.1279069767443
YE,92,194.04545454545453
TN,197,347.5
SO,12,903.2692307692307
UZ,234,205.6
TZ,17,4665.244755244756
SD,66,18245.941176470587
RO,247,80.0
US,1661,60.0
TW,256,307.4
PT,140,387.5
SI,339,0.0
ZA,70,246.19626168224298
PK,22,8472.043209876543
GR,170,201.0
AG,76,1397.0
KR,134,2338.4133333333334
MG,96,19.666666666666668
BE,265,7197.0
GM,48,3007.0
MX,250,896.0909090909091
AU,455,69.0
BH,24,231.45454545454547
NE,293,19.0
KM,28,1.3333333333333333
JM,231,189.0
GF,126,163.0
FM,203,535.0
CH,227,105.0
ML,46,2609.5322033898306
AL,2,960.4130757800891
FR,81,1123.6795580110497
UA,88,410.64912280701753
TJ,237,15.5
VN,12,1984.840369024322
US,467,514.2307692307693
SK,36,5368.551401869159
VE,66,34.55555555555556
BS,170,1088.0
JP,266,739.2372881355932
NL,28,738.6914893617021
GI,24,56.5
KI,52,127565.0
NG,82,5801.635658914729
CL,203,205.42857142857142
BG,126,424.75
IT,272,752.125
GB,86,1331.38
FI,227,210.0
AW,176,1.0
CA,474,177.5
DM,2,252.75
MH,6,151.4318181818182
SG,92,418.3076923076923
TT,286,50.0
RS,115,552.3333333333334
PE,281,75.0
PH,8,3407.3723997028233
RU,300,342.55555555555554
SL,18,6368.67094017094
TR,65,1034.1962025316457
VI,58,527.5
SA,259,2.0
US,1412,85.0
ES,266,956.5555555555555
GE,96,440.2142857142857
KE,76,610.25
GH,369,0.0
HU,130,645.2857142857143
AO,28,1245.4
BR,451,165.0
KZ,214,0.0
KR,895,55.0
DJ,52,38.5
CR,312,115.0
JP,1373,85.0
KN,2,144.67857142857142
GN,46,2539.242268041237
LY,11,5958.227502527806
KG,88,247.44444444444446
AR,146,382.2608695652174
BB,92,225.5
MM,36,1423.0242825607063
IN,424,11.5
AM,8,1903.1973244147157
DE,305,879.25
CV,115,15.5
EC,149,78.0
AF,70,138.57142857142858
JP,912,101.33333333333333
CO,438,109.0
GL,58,1.0
BD,259,993.0
MY,240,266.6666666666667
LR,69,179.0
NI,62,236.3
SE,72,1463.3333333333333
PG,269,606.5
QA,169,765.0
PA,82,103.85714285714286
SN,6,3513.7152875175316
RE,179,540.0
US,841,161.77777777777777
CZ,11,910.7622950819672
FR,306,195.5
MA,92,374.14285714285717
GT,150,13.25
BN,36,11316.714285714286
LU,115,992.0
BE,106,92.36363636363636
CN,223,67.5
NE,70,15.89655172413793
AU,164,505.2105263157895
MU,136,280.0
DO,22,4161.154401154401
KR,485,97.33333333333333
ID,143,461.3076923076923
NZ,220,70.0
LA,167,0.0
PF,100,111.0
SV,170,696.0
TH,249,455.0
RO,404,175.0
US,1822,115.0
TW,99,430.6029411764706
SI,48,596.7142857142857
ZA,293,230.0
PR,176,349.5
TN,153,428.25
UZ,182,74.84615384615384
SO,80,169706.33333333334
ZA,26,1104.1342155009452
TW,348,310.0
SI,271,191.0
US,1569,310.0
SD,30,586.5116279069767
RO,171,391.3333333333333
TZ,77,64.625
PK,74,128.91666666666666
KR,218,702.76
MG,60,3971.5
ID,432,1.0
GR,246,1033.5
AG,16,243.4
AU,411,85.0
MX,166,1246.2962962962963
BH,68,74.0
GM,108,75850.0
CH,191,381.0
NC,38,3693.0
GF,34,388.5
FM,151,973.0
JM,187,75.0
CW,37,660.5
FR,13,1225.3135925793792
GY,184,2.0
AL,94,3380.0
ML,114,4385.1
SC,40,3.9166666666666665
US,630,115.55555555555556
PS,230,6.0
RW,7,9102.888888888889
PL,124,707.3076923076923
PG,50,3.775
ZM,98,43.75
NI,257,259.3333333333333
GA,20,90.80645161290323
AT,242,125.0
BD,60,468.77142857142854
CO,137,451.8888888888889
MK,68,2257.4
JP,687,201.66666666666666
HN,108,576.4285714285714
DE,14,2873.1710288808663
AM,311,175.0
IN,151,627.565
NP,196,66.5
LT,37,1088.2727272727273
BO,114,153.11111111111111
IQ,13,2862.380733944954
NO,94,636.7142857142857
CA,639,280.0
BF,40,3361.5528455284552
CM,157,426.0
JP,1122,101.5
CR,7,2114.4770797962647
BY,178,844.0
EG,225,0.0
KR,576,218.33333333333334
IL,131,374.1666666666667
BR,252,766.1304347826087
CY,73,99.5
LV,49,1617.0
GH,78,55.85
IS,25,791.0
ES,53,610.906862745098
RO,561,30.0
SA,60,9320.792452830188
US,1211,40.0
RU,19,2397.421998247152
PH,311,321.75
PE,38,1161.812220566319
TT,33,7206.363636363636
SG,355,115.0
IN,525,116.0
AE,4,1444.625
ME,40,36049.142857142855
ET,3,3447.627027027027
CA,229,467.6
BJ,80,56.666666666666664
IT,47,1033.2011494252874
GB,361,679.0
AZ,158,216.0
NG,365,4.0
NA,50,725.7
BA,30,833.1463414634146
JO,175,750.6666666666666
HK,78,340.3333333333333
DK,98,399.0
JP,53,973.9326450344149
UG,56,11811.133333333333
SK,283,315.0
VC,34,15.0
US,236,616.65625
GT,202,352.5
CZ,87,920.1363636363636
FR,366,150.0
LU,47,374.3333333333333
BN,120,378.5
AU,248,128.4
NE,26,1770.3119266055046
BE,54,558.5
CN,131,195.58333333333334
KR,441,132.33333333333334
ID,211,390.3333333333333
NZ,128,573.3333333333334
DO,74,2128.872340425532
TH,165,421.1111111111111
PF,56,105.0
ZA,377,65.0
TW,63,873.0680272108843
SI,108,90.5
US,1858,35.0
RO,456,45.0
SB,34,89.625
VG,10,190.625
PR,236,261.6666666666667
CI,181,593.4
AR,206,690.7058823529412
GG,40,286.0
KG,4,1277.4419817470664
LY,87,157.59259259259258
CV,47,86.4
AM,84,101.14285714285714
DE,365,353.0
MM,120,99.51515151515152
IN,500,111.0
JP,972,39.0
AF,26,1774.761133603239
NI,98,195.72727272727272
LR,25,13.4
MY,172,229.0
CO,490,178.0
GL,102,3.0
BD,351,140.0
SE,20,472.0925925925926
QA,245,10.0
PA,14,626.8540856031128
PL,287,546.0
US,789,171.0
SN,90,260.0
RE,239,4.0
TT,322,215.0
PH,84,830.527397260274
RS,47,837.125
PE,325,470.0
RU,368,1023.0
TM,135,1241.0
VI,102,337.5
US,1496,65.0
TR,29,1503.8070562293274
SL,78,5718.090909090909
UY,168,361.0
GH,301,531.0
KE,16,148.06756756756758
AU,610,90.0
ES,342,470.8
GE,60,21474.233333333334
KR,803,125.0
DJ,104,2.0
KZ,138,728.3636363636364
AO,64,191.1
BR,415,2882.0
JP,1281,60.0
AD,14,335.3333333333333
CR,356,1438.0
MD,34,23646.3
GN,114,5.090909090909091
KN,94,48.0
UA,4,2127.129390952742
TJ,177,7.1
SK,120,216.93333333333334
US,399,625.56
VN,80,345.81632653061223
VE,30,4767.611111111111
JP,342,382.5
NL,64,537.90625
IR,19,1055.0
GB,10,2253.521339461589
CA,390,221.66666666666666
FI,191,275.0
IT,332,367.0
CL,151,816.2941176470588
BG,34,2814.311475409836
NG,14,6456.529705441837
MH,90,6.0
ME,11,424.6545454545454
AE,39,1373.2598039215686
IN,558,295.0
NG,334,1.0
AZ,189,137.5
CL,471,860.0
IT,12,1942.7999556933983
ET,32,2495.315789473684
CA,198,436.4736842105263
BJ,115,8487.25
GB,330,232.0
GD,21,230.2
JO,140,347.75
BA,61,936.0
NA,17,2157.0
JP,22,1045.4749163879599
DK,65,997.3333333333334
HK,109,1327.9166666666667
UG,27,4727.645161290323
US,207,877.2882273342354
VC,1,5753.116666666667
UA,324,0.0
BF,11,1795.8537005163512
CR,36,437.8529411764706
BY,145,626.25
LB,198,304.0
JP,1089,62.0
EG,194,2116.0
BR,223,277.0
CY,106,72.0
IL,160,281.75
KR,611,166.0
ES,22,1235.8992366412215
GH,109,401.42857142857144
LV,18,467.27777777777777
KH,65,455.0
SA,31,2692.728323699422
US,1176,80.0
RO,530,1573.0
RU,48,2405.575
PE,5,2432.436044231825
PH,276,468.4
SG,320,70.0
TT,2,2922.5541125541126
PS,197,6777.0
US,597,114.27272727272727
SC,11,4245.135135135135
PL,95,8414.925
RW,36,759.3333333333334
PG,17,91.78571428571429
ZM,65,2086.6153846153848
TV,22,30.0
BD,31,3225.799331103679
CO,170,61.4
FJ,130,0.5
GA,55,9.5
AT,209,308.5
NI,290,0.0
HN,79,348.85714285714283
JP,652,55.0
MK,103,1329.0
IN,180,971.324200913242
DE,45,757.0247747747748
AM,276,92.0
IQ,46,1208.695652173913
NO,125,103.33333333333333
CA,604,70.0
BO,81,128.03333333333333
AR,398,85.0
LT,6,1259.873786407767
YE,35,3066.45247148289
TN,186,653.5
UZ,149,40.75
SO,115,4.5
RO,136,1823.9285714285713
SD,61,66.51612903225806
TZ,110,1.5
US,1538,35.0
SI,300,170.0
TW,383,196.0
ZA,57,2154.184523809524
PK,105,616.1875
GR,213,148.0
AG,51,1188.0
KR,249,540.2307692307693
MG,31,82.25
ID,403,0.0
GM,79,0.0
MX,133,407.4236111111111
AU,440,75.0
JM,152,51.0
GF,1,489.88582677165357
FM,180,289.0
NC,5,4196.8152866242035
CH,156,1236.0
ML,81,3254.4444444444443
FR,46,996.5844748858448
GY,155,0.0
CW,6,367.3170731707317
UA,39,2325.007434944238
TJ,146,23.266666666666666
US,428,385.4
VN,115,521.6428571428571
SK,91,351.2
VE,61,52.78947368421053
JP,373,813.9230769230769
HK,270,45.0
NL,99,1075.375
KI,75,10.0
NG,45,4069.7510148849797
BG,1,1942.0454916360668
CL,180,584.6666666666666
IT,367,273.0
GB,41,1137.1800947867298
CA,421,213.66666666666666
FI,156,434.0
AW,207,55.0
MH,121,0.5
SG,35,1159.3240740740741
TT,353,134.0
RS,12,516.5208913649025
PH,119,5760.5462962962965
RU,339,379.0
TR,62,4069.2513966480446
SL,109,140.0
UY,139,718.75
VI,69,308.0
US,1531,30.0
ES,373,257.0
GE,31,3520.1847826086955
KE,51,245.25
AU,577,0.0
GH,270,4413.0
AO,99,105.4
BR,444,69.0
KZ,169,422.0
KR,768,55.0
DJ,75,7.142857142857143
MD,1,1500.3021868787275
AD,45,440.6666666666667
JP,1314,80.0
CR,327,4974.0
KN,125,318.0
GN,81,74.76190476190476
LY,116,234.36363636363637
KG,39,317.52777777777777
AR,237,184.2
GG,11,302.0
BB,35,572.2857142857143
CI,150,2.2
MM,91,345.463768115942
IN,471,71.0
AM,119,319.3333333333333
DE,334,426.5
CV,12,195.54545454545453
AF,57,642.0875
JP,1007,139.0
CO,457,1050.0
GL,69,0.3333333333333333
LR,58,8539.166666666666
MY,143,64.85714285714286
NI,65,207.6904761904762
SE,55,546.6153846153846
QA,214,65.0
PA,45,357.84444444444443
SN,121,366.0
RE,204,0.0
US,822,103.66666666666667
FR,333,50.0
MA,35,1514.3
CZ,116,232.1818181818182
GT,233,14.0
BN,91,976.25
LU,12,279.85714285714283
BE,21,499.2
CN,160,900.25
NE,57,145.94736842105263
AU,219,857.75
DO,105,574.7333333333333
KR,410,233.66666666666666
ID,240,1072.4166666666667
NZ,163,1789.75
PF,27,10381.047619047618
TH,134,610.0
RO,491,85.0
US,1889,30.0
TW,28,1214.1425287356321
SI,79,570.0
ZA,346,1495.0
PR,207,127.8
SB,1,3273.6216216216217
WS,6,3.5
TN,230,45.0
YE,127,48.8
UZ,201,41.2
SO,47,15.380952380952381
ZA,101,2258.7391304347825
TW,291,321.6666666666667
US,1630,4113.0
TZ,50,1458.5208333333333
SD,97,40.666666666666664
RO,212,388.0
PK,53,1593.108695652174
KR,165,745.5416666666666
MG,67,157.0
GR,137,901.2857142857143
AG,111,45.0
AU,484,75.0
BH,59,564.0
MX,217,505.6875
NE,262,7667.0
GM,19,1523.076923076923
CN,415,1565.0
BE,298,1.0
CH,192,600.0
NC,89,117.0
GF,93,159.0
FM,232,2001.0
JM,196,326.0
FR,114,634.2875
AL,33,963.8421052631579
GY,199,277.0
ML,13,3698.10987654321
SC,87,513.6666666666666
US,521,208.28571428571428
PS,153,576.6666666666666
PL,3,1576.4754173686629
PG,77,5.75
ZM,29,287.25581395348837
SE,264,0.0
NI,382,0.0
AT,141,235.28571428571428
BD,67,2204.6022727272725
CO,246,210.5
MK,59,311.57142857142856
JP,720,43.333333333333336
HN,19,1980.778409090909
IE,166,510.5
EE,138,1249.0
DE,113,491.0422535211268
AM,328,0.0
NP,187,144.5
IN,232,2093.8571428571427
LT,90,62.0
BO,13,2843.448598130841
NO,33,364.6842105263158
CA,512,1251.0
BF,87,269.0
AI,3,628.8
LB,154,1052.0
BY,205,483.5
CR,120,938.6666666666666
JP,1053,37.0
EG,158,14.0
KW,135,737.5
KR,575,103.33333333333333
BR,131,622.4867256637168
CY,54,294.5
KH,29,1.3333333333333333
LV,78,2266.0
GH,49,100.68831168831169
ES,74,1242.5611510791366
BM,25,537.0
GE,288,551.0
YT,137,2.0
RO,590,50.0
SA,67,515.2444444444444
US,1220,40.0
TR,257,472.3333333333333
RU,108,4224.752411575562
PH,328,28.0
PE,89,1034.7558139534883
TT,94,282.375
SG,284,268.0
AE,123,318.625
ME,87,1673.0
CA,154,968.219512195122
BJ,47,3901.731707317073
GB,278,196.83333333333334
IT,80,971.5045871559633
ET,124,4.0
AZ,225,1741.0
CL,395,979.0
NG,274,2.0
NA,77,195.33333333333334
MQ,131,325.0
JO,208,304.0
HK,49,628.081081081081
DK,29,365.75
JP,74,881.6912225705329
MN,25,1.0
UG,71,82.58333333333333
US,147,651.7884427032321
XX,10,569.4090909090909
UA,280,67.5
GT,181,38.0
MA,127,776.2857142857143
CZ,40,390.27927927927925
FR,273,155.33333333333334
LU,80,842.0
BN,7,2517.090909090909
AU,135,954.8684210526316
NE,101,672.8461538461538
BE,73,616.7916666666666
CN,252,350.5
LA,132,1046.0
KR,454,126.66666666666667
ID,172,837.84
DO,53,2370.4954128440368
TH,218,445.6666666666667
SV,137,491.0
PF,71,66.5
ZA,262,1556.0
TW,64,728.8639455782313
SI,19,36509.46666666667
US,1853,50.0
PR,147,486.8888888888889
PM,9,778.0
YE,284,2.0
CI,202,1168.0
BB,127,1033.0
AR,177,695.7692307692307
LY,40,10250.035175879397
KG,123,394.0
CV,80,20.5
EC,182,351.0
AM,43,373.0
DE,274,627.8
MM,7,3766.727022564667
IN,395,44.0
JP,947,214.0
AF,101,41.5625
NI,29,6528.1660231660235
LR,102,3.5
MY,211,422.0
CO,405,360.0
GL,25,2.0
BD,288,0.0
SE,107,150.0
QA,138,130.0
PG,302,1.0
PA,113,174.0
US,874,611.375
SN,37,380.679012345679
RE,144,107.0
TT,317,45.0
SG,127,547.8823529411765
PH,43,2771.9864209505336
RS,80,796.8888888888889
PE,314,45.0
RU,271,717.6428571428571
VI,25,823.8
US,1447,43.0
TR,98,4199.169491525424
SL,49,2021.5714285714287
UY,215,486.0
HU,161,68.66666666666667
AU,541,0.0
KE,111,1.0
ES,297,806.5
GE,67,3426.4583333333335
KR,860,95.0
DJ,23,2579.733333333333
KZ,245,0.0
AO,63,101.27272727272727
BR,480,130.0
JP,1406,64.0
CR,283,1517.0
MD,93,1488.0
GN,13,5310.803140096618
KN,33,496.0
TJ,206,37.75
UA,123,386.95238095238096
SK,7,1494.8506163886875
US,496,617.7352941176471
VN,47,2710.265895953757
VE,97,0.3333333333333333
JP,297,634.775
BS,137,385.5
KI,23,167.0
NL,63,600.375
GB,117,862.0956521739131
FI,192,175.0
AW,147,1887.0
IT,307,448.0
CA,505,61.0
AZ,386,36.0
BG,93,446.1666666666667
CL,232,383.4
NG,113,480.31481481481484
MH,37,393.0
EC,82,862.0
AM,207,640.3333333333334
IN,367,100.0
MM,227,10.333333333333334
CI,46,6196.374193548387
AR,85,770.5428571428571
MR,121,7.0
KG,159,97.5
GB,523,76.0
NI,249,1057.0
MY,55,2091.7105263157896
LR,130,1399.0
CO,369,65.0
JP,855,276.0
EH,28,732.0
AF,129,405.0
QA,110,103.25
SZ,21,130.66666666666666
SE,143,320.0
US,910,348.5
RE,116,200.2
PA,149,115.0
GT,81,754.5833333333334
MA,155,205.0
CZ,204,451.0
LA,96,166.15384615384616
KR,290,388.6363636363636
ID,72,1858.6504672897197
NZ,27,1448.92
GR,270,2085.0
DO,209,4.0
MU,79,177.77777777777777
BZ,55,145.0
AU,99,681.8
